C,accuracy,precision,recall,f1,roc_auc,support_vectors
0.1,0.8026969481902059,0.6518987341772152,0.5508021390374331,0.5971014492753624,0.8437417654808959,2610
1.0,0.8026969481902059,0.65,0.5561497326203209,0.5994236311239193,0.843860600893849,2600
10.0,0.8034066713981547,0.6520376175548589,0.5561497326203209,0.6002886002886003,0.843674597638792,2597
